codigo,disciplina,turma,horario,local,docente,tipo_componente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,co_requisitos,equivalencias,excluir_avaliacao,matriculavel_online,horario_flexivel,permite_multiplas_aprovacoes,quantidade_avaliacoes,ementa,carga_horaria_total
01,FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,MARCUS VINICIUS CHAFFIM COSTA (30h),"6M12
											


		

											Sexta-feira 08:00 às 09:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0069,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,( ( MAT0048 ) OU ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Grandezas elétricas e conceitos básicos de circuitos elétricos Leis de Kirchhoff e circuitos resistivos, Métodos de resolução: análise nodal e análise de malhas Técnicas de análise: superposição, transformação de fontes equivalentes Thevenin e Norton Elementos armazenadores de energia Funções singulares: degrau unitário, rampa unitária, impulso Transformada de Laplace: Análise de transitórios e em regime permanente senoidal Diodo ideal e Amplificadores Operacionais Circuitos de 1ª e 2ª ordens.",Não informado
02,FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,MARCUS VINICIUS CHAFFIM COSTA (30h),"6M34
											


		

											Sexta-feira 10:00 às 11:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0069,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,( ( MAT0048 ) OU ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Grandezas elétricas e conceitos básicos de circuitos elétricos Leis de Kirchhoff e circuitos resistivos, Métodos de resolução: análise nodal e análise de malhas Técnicas de análise: superposição, transformação de fontes equivalentes Thevenin e Norton Elementos armazenadores de energia Funções singulares: degrau unitário, rampa unitária, impulso Transformada de Laplace: Análise de transitórios e em regime permanente senoidal Diodo ideal e Amplificadores Operacionais Circuitos de 1ª e 2ª ordens.",Não informado
03,FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,MARCUS VINICIUS CHAFFIM COSTA (30h),"4M34
											


		

											Quarta-feira 10:00 às 11:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0069,PRÁTICA DE CIRCUITOS ELETRÔNICOS 1,( ( MAT0048 ) OU ( MAT0026 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Grandezas elétricas e conceitos básicos de circuitos elétricos Leis de Kirchhoff e circuitos resistivos, Métodos de resolução: análise nodal e análise de malhas Técnicas de análise: superposição, transformação de fontes equivalentes Thevenin e Norton Elementos armazenadores de energia Funções singulares: degrau unitário, rampa unitária, impulso Transformada de Laplace: Análise de transitórios e em regime permanente senoidal Diodo ideal e Amplificadores Operacionais Circuitos de 1ª e 2ª ordens.",Não informado
01,FGA0070 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 2,TIAGO MARTINS DE BRITO (30h),"6T23
											


		

											Sexta-feira 14:00 às 15:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0070,PRÁTICA DE CIRCUITOS ELETRÔNICOS 2,( ( FGA0196 ) OU ( FGA0067 E FGA0069 E FGA0101 E FGA0100 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Funções de transferência no domínio da frequência Diodos Transistor de junção bipolar (TJB) Introdução à Física dos Dispositivos FET.,Não informado
01,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,HENRIQUE MARRA TAIRA MENEGAZ (30h),"5T23
											


		

											Quinta-feira 14:00 às 15:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
02,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,HENRIQUE MARRA TAIRA MENEGAZ (30h),"5M12
											


		

											Quinta-feira 08:00 às 09:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
03,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,HENRIQUE MARRA TAIRA MENEGAZ (30h),"5M34
											


		

											Quinta-feira 10:00 às 11:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
04,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,HENRIQUE MARRA TAIRA MENEGAZ (30h),"5T45
											


		

											Quinta-feira 16:00 às 17:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
05,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,A DEFINIR DOCENTE,"3M12
											


		

											Terça-feira 08:00 às 09:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
06,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,MARCELINO MONTEIRO DE ANDRADE (30h),"4M12
											


		

											Quarta-feira 08:00 às 09:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
07,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,MARCELINO MONTEIRO DE ANDRADE (30h),"4M34
											


		

											Quarta-feira 10:00 às 11:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
08,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,MARCELINO MONTEIRO DE ANDRADE (30h),"4T23
											


		

											Quarta-feira 14:00 às 15:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
09,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,MARCELINO MONTEIRO DE ANDRADE (30h),"4T45
											


		

											Quarta-feira 16:00 às 17:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
10,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,A DEFINIR DOCENTE,"3M34
											


		

											Terça-feira 10:00 às 11:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
11,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,A DEFINIR DOCENTE,"3T6  3N1
											


		

											Terça-feira 18:00 às 19:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
12,FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1,A DEFINIR DOCENTE,"5T6  5N1
											


		

											Quinta-feira 18:00 às 19:50",,16,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0071,PRÁTICA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0073 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e Códigos Portas Lógicas e Álgebra Booleana Circuitos Lógicos Combinacionais VHDL Aritmética Digital: Operações e Circuitos Circuitos Lógicos MSI Princípios de Sistemas Sequenciais,Não informado
01,FGA0072 - PRÁTICA DE ELETRÔNICA DIGITAL 2,GILMAR SILVA BESERRA (30h),"4M34
											


		

											Quarta-feira 10:00 às 11:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0072,PRÁTICA DE ELETRÔNICA DIGITAL 2,( ( ENE0277 ) OU ( FGA0073 E FGA0071 ) ),( FGA0074 ),Nenhuma,Não,Sim,Não,Não,1,Lógica sequencial Descrição de circuitos sequenciais em VHDL Máquinas de estados finitos Descrição de FSMs em VHDL Memórias Projeto em nível de transferência de registradores (RTL) Arquitetura de microprocessadores,Não informado
02,FGA0072 - PRÁTICA DE ELETRÔNICA DIGITAL 2,GILMAR SILVA BESERRA (30h),"2M34
											


		

											Segunda-feira 10:00 às 11:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0072,PRÁTICA DE ELETRÔNICA DIGITAL 2,( ( ENE0277 ) OU ( FGA0073 E FGA0071 ) ),( FGA0074 ),Nenhuma,Não,Sim,Não,Não,1,Lógica sequencial Descrição de circuitos sequenciais em VHDL Máquinas de estados finitos Descrição de FSMs em VHDL Memórias Projeto em nível de transferência de registradores (RTL) Arquitetura de microprocessadores,Não informado
01,FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1,RENATO VILELA LOPES (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0073,TEORIA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0071 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e CódigosPortas Lógicas e Álgebra BooleanaCircuitos Lógicos CombinacionaisVHDLAritmética Digital: Operações e CircuitosCircuitos Lógicos MSIPrincípios de Sistemas Sequenciais,Não informado
02,FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1,RENATO VILELA LOPES (60h),"46T23
											


		

											Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0073,TEORIA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0071 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e CódigosPortas Lógicas e Álgebra BooleanaCircuitos Lógicos CombinacionaisVHDLAritmética Digital: Operações e CircuitosCircuitos Lógicos MSIPrincípios de Sistemas Sequenciais,Não informado
03,FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1,LUIS FILOMENO DE JESUS FERNANDES (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0073,TEORIA DE ELETRÔNICA DIGITAL 1,( ( MAT0031 ) ),( FGA0071 ),Nenhuma,Não,Sim,Não,Não,1,Sistemas de Numeração e CódigosPortas Lógicas e Álgebra BooleanaCircuitos Lógicos CombinacionaisVHDLAritmética Digital: Operações e CircuitosCircuitos Lógicos MSIPrincípios de Sistemas Sequenciais,Não informado
01,FGA0074 - TEORIA DE ELETRÔNICA DIGITAL 2,DANIEL MAURICIO MUNOZ ARBOLEDA (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0074,TEORIA DE ELETRÔNICA DIGITAL 2,( ( ENE0277 ) OU ( FGA0073 E FGA0071 ) ),( FGA0072 ),Nenhuma,Não,Sim,Não,Não,1,Lógica sequencial Descrição de circuitos sequenciais em VHDL Máquinas de estados finitos Descrição de FSMs em VHDL Memórias Projeto em nível de transferência de registradores (RTL) Arquitetura de microprocessadores,Não informado
01,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,EMMANUEL PACHECO ROCHA LIMA (15h),"2T4
											


		

											Segunda-feira 16:00 às 16:55",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
02,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,EMMANUEL PACHECO ROCHA LIMA (15h),"4T4
											


		

											Quarta-feira 16:00 às 16:55",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
03,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,RODRIGO ARBEY MUNOZ MENESES (15h),"4M3
											


		

											Quarta-feira 10:00 às 10:55",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
04,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,EMMANUEL PACHECO ROCHA LIMA (15h),"4M5
											


		

											Quarta-feira 12:00 às 12:55",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
08,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,SANDRA MARIA DA LUZ (15h),"2M2
											


		

											Segunda-feira 08:55 às 09:50",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
09,FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,SANDRA MARIA DA LUZ (15h),"2M3
											


		

											Segunda-feira 10:00 às 10:55",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0075,LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0078 ),Nenhuma,Não,Sim,Não,Não,1,1. Noções de segurança e elaboração de  relatório científico  2. Estrutura e arranjos cristalinos 3. Ensaios de Tração  4. Metalografia 5. Micro dureza  6. Ensaios de Impacto 7. Fusão e degradação de Materiais.,Não informado
01,FGA0076 - EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS,"ALESSANDRO BORGES DE SOUSA OLIVEIRA (30h)
										
										
										FABIO ALFAIA DA CUNHA (30h)","46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS,( ( ENM0080 ) ),-,Nenhuma,Não,Sim,Não,Não,1,1. Fudamentos de termodinâmica 2. Sistema de Refrigeração ou Arrefecimento do Motor 3. Componentes do sistema de refrigeração a Ar 4. Componentes do Sistema de refrigeração a Água 5. Sistema de alimentação de combustível 6. Direção Hidráulica 7. Sistemas de conforto térmico 8. Sistema de Sobrealimentação,Não informado
01,FGA0077 - INTRODUÇÃO AO DESGASTE,EDISON GUSTAVO CUEVA GALARRAGA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,15,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,INTRODUÇÃO AO DESGASTE,( ( FGA0055 E FGA0056 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1. Visão geral da tribologia 2.  Aspectos econômicos 3. Análise de superfícies 4. Parâmetros de rugosidade 5. Contato entre superfícies 6. Desgaste: classificação, variáveis, modelos 7. Ensaios de desgaste 8. Atrito: coeficiente de atrito estático e dinâmico 9. Atrito em metais 10. Lubrificação e regimes de lubrificação",Não informado
01,FGA0078 - TEORIA DE MATERIAIS DE CONSTRUÇÃO,EMMANUEL PACHECO ROCHA LIMA (45h),"2T23 4T1
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 12:55 às 13:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0078,TEORIA DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0075 ),Nenhuma,Não,Sim,Não,Não,1,1. Estrutura atômica e ligações químicas 2. Estrutura dos sólidos cristalinos 3. Imperfeições em sólidos 4. Propriedades mecânicas 5. Diagramas de fase 6. Processamento térmico em ligas metálicas 7. Ligas metálicas 8. Estruturas e propriedades das cerâmicas 9. Estruturas e propriedades polimétricas 10. Materiais compósicos 11. Seleção de materiais para engenharia.,Não informado
02,FGA0078 - TEORIA DE MATERIAIS DE CONSTRUÇÃO,RODRIGO ARBEY MUNOZ MENESES (45h),"3T23 5T2
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 14:55",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0078,TEORIA DE MATERIAIS DE CONSTRUÇÃO,( ( IQD0051 ) OU ( IQD0125 E IQD0126 ) ),( FGA0075 ),Nenhuma,Não,Sim,Não,Não,1,1. Estrutura atômica e ligações químicas 2. Estrutura dos sólidos cristalinos 3. Imperfeições em sólidos 4. Propriedades mecânicas 5. Diagramas de fase 6. Processamento térmico em ligas metálicas 7. Ligas metálicas 8. Estruturas e propriedades das cerâmicas 9. Estruturas e propriedades polimétricas 10. Materiais compósicos 11. Seleção de materiais para engenharia.,Não informado
01,FGA0083 - APRENDIZADO DE MÁQUINA,SERGIO ANTONIO ANDRADE DE FREITAS (60h),"24M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,APRENDIZADO DE MÁQUINA,( ( MAT0031 E FGA0147 E FGA0157 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Introdução a métodos de aprendizado de máquina que são comumente utilizados em aplicações de reconhecimento de padrões em sinais (texto, som e imagem).Regressão.ClassificaçãoAprendizado não supervisionado.Máquinas de vetores de suporte.Redes neurais artificiais.",Não informado
01,FGA0085 - MATEMÁTICA DISCRETA 1,CRISTIANE LOESCH DE SOUZA COSTA (60h),"24M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50",,125,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0085,MATEMÁTICA DISCRETA 1,-,-,Nenhuma,Não,Sim,Não,Não,1,"Lógica Proposicional Booleana Teoria dos Conjuntos Demonstração de TeoremasAnálise Combinatória Permutações, Combinações e Arranjos.",Não informado
02,FGA0085 - MATEMÁTICA DISCRETA 1,CRISTIANE LOESCH DE SOUZA COSTA (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,125,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0085,MATEMÁTICA DISCRETA 1,-,-,Nenhuma,Não,Sim,Não,Não,1,"Lógica Proposicional Booleana Teoria dos Conjuntos Demonstração de TeoremasAnálise Combinatória Permutações, Combinações e Arranjos.",Não informado
01,FGA0086 - TEORIA DE ELETRICIDADE APLICADA,JORGE ANDRES CORMANE ANGARITA (60h),"24M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0086,TEORIA DE ELETRICIDADE APLICADA,( ( FGA0187 ) OU ( FGA0067 E FGA0069 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Regime Estacionário Senoidal.II. Circuitos Trifásicos.III. Circuitos Elétricos em baixa tensão.IV. Máquinas Elétricas.,Não informado
